"sample","drug","susceptibility","variants (dna_variant-AA_variant:ref_kmer_count:alt_kmer_count:conf) [use --format json for more info]","genes (prot_mut-ref_mut:percent_covg:depth) [use --format json for more info]","mykrobe_version","files","probe_sets","genotype_model","kmer_size","phylo_group","species","lineage","phylo_group_per_covg","species_per_covg","lineage_per_covg","phylo_group_depth","species_depth","lineage_depth"
"Yale-TB118","Amikacin","S","","","v0.13.0","results/align/Yale-TB118_aln_itrim_sorted.bam","/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-species-202309.fasta.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-probe-set-202206.fasta.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb.lineage.20200930.probes.fa.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-lineage-bcg-rd1.fasta.gz","kmer_count","21","Mycobacterium_tuberculosis_complex","Mycobacterium_tuberculosis","lineage4.1.1;lineage4.10","16.475","16.475","NA","2.0","2.0","NA"
"Yale-TB118","Capreomycin","S","","","v0.13.0","results/align/Yale-TB118_aln_itrim_sorted.bam","/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-species-202309.fasta.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-probe-set-202206.fasta.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb.lineage.20200930.probes.fa.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-lineage-bcg-rd1.fasta.gz","kmer_count","21","Mycobacterium_tuberculosis_complex","Mycobacterium_tuberculosis","lineage4.1.1;lineage4.10","16.475","16.475","NA","2.0","2.0","NA"
"Yale-TB118","Ciprofloxacin","S","","","v0.13.0","results/align/Yale-TB118_aln_itrim_sorted.bam","/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-species-202309.fasta.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-probe-set-202206.fasta.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb.lineage.20200930.probes.fa.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-lineage-bcg-rd1.fasta.gz","kmer_count","21","Mycobacterium_tuberculosis_complex","Mycobacterium_tuberculosis","lineage4.1.1;lineage4.10","16.475","16.475","NA","2.0","2.0","NA"
"Yale-TB118","Delamanid","S","","","v0.13.0","results/align/Yale-TB118_aln_itrim_sorted.bam","/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-species-202309.fasta.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-probe-set-202206.fasta.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb.lineage.20200930.probes.fa.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-lineage-bcg-rd1.fasta.gz","kmer_count","21","Mycobacterium_tuberculosis_complex","Mycobacterium_tuberculosis","lineage4.1.1;lineage4.10","16.475","16.475","NA","2.0","2.0","NA"
"Yale-TB118","Ethambutol","S","","","v0.13.0","results/align/Yale-TB118_aln_itrim_sorted.bam","/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-species-202309.fasta.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-probe-set-202206.fasta.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb.lineage.20200930.probes.fa.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-lineage-bcg-rd1.fasta.gz","kmer_count","21","Mycobacterium_tuberculosis_complex","Mycobacterium_tuberculosis","lineage4.1.1;lineage4.10","16.475","16.475","NA","2.0","2.0","NA"
"Yale-TB118","Ethionamide","S","","","v0.13.0","results/align/Yale-TB118_aln_itrim_sorted.bam","/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-species-202309.fasta.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-probe-set-202206.fasta.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb.lineage.20200930.probes.fa.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-lineage-bcg-rd1.fasta.gz","kmer_count","21","Mycobacterium_tuberculosis_complex","Mycobacterium_tuberculosis","lineage4.1.1;lineage4.10","16.475","16.475","NA","2.0","2.0","NA"
"Yale-TB118","Isoniazid","S","","","v0.13.0","results/align/Yale-TB118_aln_itrim_sorted.bam","/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-species-202309.fasta.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-probe-set-202206.fasta.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb.lineage.20200930.probes.fa.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-lineage-bcg-rd1.fasta.gz","kmer_count","21","Mycobacterium_tuberculosis_complex","Mycobacterium_tuberculosis","lineage4.1.1;lineage4.10","16.475","16.475","NA","2.0","2.0","NA"
"Yale-TB118","Kanamycin","S","","","v0.13.0","results/align/Yale-TB118_aln_itrim_sorted.bam","/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-species-202309.fasta.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-probe-set-202206.fasta.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb.lineage.20200930.probes.fa.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-lineage-bcg-rd1.fasta.gz","kmer_count","21","Mycobacterium_tuberculosis_complex","Mycobacterium_tuberculosis","lineage4.1.1;lineage4.10","16.475","16.475","NA","2.0","2.0","NA"
"Yale-TB118","Levofloxacin","S","","","v0.13.0","results/align/Yale-TB118_aln_itrim_sorted.bam","/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-species-202309.fasta.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-probe-set-202206.fasta.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb.lineage.20200930.probes.fa.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-lineage-bcg-rd1.fasta.gz","kmer_count","21","Mycobacterium_tuberculosis_complex","Mycobacterium_tuberculosis","lineage4.1.1;lineage4.10","16.475","16.475","NA","2.0","2.0","NA"
"Yale-TB118","Linezolid","S","","","v0.13.0","results/align/Yale-TB118_aln_itrim_sorted.bam","/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-species-202309.fasta.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-probe-set-202206.fasta.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb.lineage.20200930.probes.fa.gz;/home/cck25/.conda/envs/tb_pipeline/lib/python3.10/site-packages/mykrobe/data/tb/tb-lineage-bcg-rd1.fasta.gz","kmer_count","21","Mycobacterium_tuberculosis_complex","Mycobacterium_tuberculosis","lineage4.1.1;lineage4.10","16.475","16.475","NA","2.0","2.0","NA"
